buildingid,address,borough,latitude,longitude,health_score,label,open_violation_count,class_a_count,class_b_count,class_c_count,weighted_severity,avg_resolution_days,violations_last_6mo,repeat_violation_types,component_open_count,component_severity,component_resolution_speed,component_recency,component_repeat_rate
117096,2463 VALENTINE AVENUE,Bronx,40.8612471,-73.8966596,89.2,Moderate,7,0,0,7,21,90.4,0.0,0.0,97.55102040816327,96.0,92.38649262202043,50.0,100.0
170935,252 74 STREET,Brooklyn,40.6321337,-74.0283863,89.2,Moderate,2,0,2,0,4,173.8,0.0,0.0,99.59183673469387,99.23809523809524,85.28551471230246,50.0,100.0
86506,930 HOME STREET,Bronx,40.8282576,-73.8927036,89.2,Moderate,6,2,2,2,12,125.0,0.0,0.0,97.95918367346938,97.71428571428571,89.44381384790012,50.0,100.0
430554,32-71 42 STREET,Queens,40.7563284,-73.9186093,89.2,Moderate,9,7,2,0,11,109.1,0.0,0.0,96.73469387755102,97.90476190476191,90.80058172531214,50.0,100.0
330961,446 MADISON STREET,Brooklyn,40.6856696,-73.940326,89.2,Moderate,4,0,4,0,8,152.8,0.0,0.0,98.77551020408163,98.47619047619047,87.07325591548066,50.0,100.0
62387,1410 EAST AVENUE,Bronx,40.8361095,-73.8589341,89.2,Moderate,7,0,7,0,14,113.0,0.0,0.0,97.55102040816327,97.33333333333334,90.46538024971623,50.0,100.0
6526,127 AVENUE C,Manhattan,40.7248783,-73.9785805,89.2,Moderate,2,0,1,1,5,171.4,0.0,0.0,99.59183673469387,99.04761904761905,85.49375709421112,50.0,100.0
663743,209-03 HILLSIDE AVENUE,Queens,40.7229941,-73.7572775,89.2,Moderate,3,0,1,2,8,115.5,0.0,1.0,99.18367346938776,98.47619047619047,90.25255391600454,50.0,92.3076923076923
330689,1385 MADISON STREET,Brooklyn,40.6975547,-73.9109816,89.2,Moderate,3,0,3,0,6,161.2,0.0,0.0,99.18367346938776,98.85714285714286,86.36492622020432,50.0,100.0
380359,167 SUYDAM STREET,Brooklyn,40.6996764,-73.9264756,89.2,Moderate,12,3,8,1,22,56.0,0.0,0.0,95.51020408163265,95.80952380952381,95.31782065834278,50.0,100.0
50307,274 BONNER PLACE,Bronx,40.8276024,-73.9170081,89.2,Moderate,1,1,0,0,1,192.5,0.0,0.0,100.0,99.80952380952381,83.6936332679806,50.0,100.0
62230,635 EAGLE AVENUE,Bronx,40.816556,-73.9110428,89.2,Moderate,1,0,0,1,3,188.9,0.0,0.0,100.0,99.42857142857143,84.00491865304578,50.0,100.0
166608,1078 68 STREET,Brooklyn,40.6268477,-74.0082065,89.2,Moderate,10,0,8,2,22,66.0,0.0,0.0,96.3265306122449,95.80952380952381,94.46651532349603,50.0,100.0
6191,188 AUDUBON AVENUE,Manhattan,40.8446315,-73.9355535,89.2,Moderate,2,2,0,0,2,180.0,0.0,0.0,99.59183673469387,99.61904761904762,84.7616345062429,50.0,100.0
210828,64 BLEECKER STREET,Brooklyn,40.6941426,-73.9218334,89.2,Moderate,5,3,1,1,8,140.8,0.0,0.0,98.36734693877551,98.47619047619047,88.09601295412874,50.0,100.0
121426,511 WEST 232 STREET,Bronx,40.8829239,-73.9087588,89.2,Moderate,5,0,4,1,11,137.7,0.0,0.0,98.36734693877551,97.90476190476191,88.36549375709421,50.0,100.0
37657,15 WEST 107 STREET,Manhattan,40.799289,-73.9603096,89.2,Moderate,1,0,1,0,2,188.3,0.0,0.0,100.0,99.61904761904762,84.05599697313659,50.0,100.0
116931,2291 UNIVERSITY AVENUE,Bronx,40.860932,-73.906985,89.2,Moderate,7,0,4,3,17,102.8,0.0,0.0,97.55102040816327,96.76190476190476,91.33298717608133,50.0,100.0
877529,18 WEST 48 STREET,Manhattan,40.757541,-73.9793172,89.2,Moderate,6,6,0,0,6,140.8,0.0,0.0,97.95918367346938,98.85714285714286,88.09601295412874,50.0,100.0
88955,2575 JEROME AVENUE,Bronx,40.8653804,-73.8994696,89.2,Moderate,1,0,1,0,2,191.2,0.0,0.0,100.0,99.61904761904762,83.80555313018422,50.0,100.0
42530,453 WEST 152 STREET,Manhattan,40.8291414,-73.9426834,89.2,Moderate,1,0,1,0,2,189.0,0.0,0.0,100.0,99.61904761904762,83.99545970488082,50.0,100.0
95601,732 MELROSE AVENUE,Bronx,40.8205199,-73.9154273,89.2,Moderate,2,0,0,2,6,169.8,0.0,0.0,99.59183673469387,98.85714285714286,85.62712826333711,50.0,100.0
335473,445 MEEKER AVENUE,Brooklyn,40.7195374,-73.9460028,89.2,Moderate,2,0,2,0,4,176.0,0.0,0.0,99.59183673469387,99.23809523809524,85.10215664018162,50.0,100.0
214826,441 BROOKLYN AVENUE,Brooklyn,40.6638648,-73.9451972,89.2,Moderate,3,1,0,2,7,160.1,0.0,0.0,99.18367346938776,98.66666666666667,86.45793921049312,50.0,100.0
33543,524 WEST 47 STREET,Manhattan,40.7630624,-73.9943614,89.2,Moderate,6,0,4,2,14,121.8,0.0,0.0,97.95918367346938,97.33333333333334,89.7204880817253,50.0,100.0
4175,2819 FREDERICK DOUGLASS BOULEVARD,Manhattan,40.8263321,-73.9398024,89.2,Moderate,5,1,1,3,12,135.3,0.0,0.0,98.36734693877551,97.71428571428571,88.56324489216799,50.0,100.0
182110,364 95 STREET,Brooklyn,40.6161443,-74.0319743,89.2,Moderate,3,0,0,3,9,156.0,0.0,0.0,99.18367346938776,98.28571428571429,86.80476730987515,50.0,100.0
54896,2440 CAMBRELENG AVENUE,Bronx,40.8555318,-73.8842333,89.2,Moderate,7,4,3,0,10,122.0,0.0,0.0,97.55102040816327,98.09523809523809,89.69920544835415,50.0,100.0
121029,54 WEST 174 STREET,Bronx,40.8472894,-73.9157981,89.2,Moderate,2,0,2,0,4,177.9,0.0,0.0,99.59183673469387,99.23809523809524,84.93721623155506,50.0,100.0
87412,3063 HULL AVENUE,Bronx,40.8720581,-73.8793196,89.2,Moderate,5,2,0,3,11,137.4,0.0,0.0,98.36734693877551,97.90476190476191,88.38441165342414,50.0,100.0
23966,1621 LEXINGTON AVENUE,Manhattan,40.7897351,-73.9478635,89.2,Moderate,7,3,2,2,13,116.8,0.0,0.0,97.55102040816327,97.52380952380952,90.1461407491487,50.0,100.0
375001,805 ST MARKS AVENUE,Brooklyn,40.6753956,-73.9452094,89.2,Moderate,7,2,3,2,14,110.5,0.0,0.0,97.55102040816327,97.33333333333334,90.6814808347158,50.0,100.0
357350,920 PROSPECT PLACE,Brooklyn,40.6738371,-73.946184,89.2,Moderate,5,2,2,1,9,140.8,0.0,0.0,98.36734693877551,98.28571428571429,88.09601295412874,50.0,100.0
375073,952 ST MARKS AVENUE,Brooklyn,40.6743639,-73.9402965,89.2,Moderate,5,1,4,0,9,140.8,0.0,0.0,98.36734693877551,98.28571428571429,88.09601295412874,50.0,100.0
633506,353 BEACH 70 STREET,Queens,40.5923463,-73.7992967,89.2,Moderate,2,0,0,2,6,172.7,0.0,0.0,99.59183673469387,98.85714285714286,85.38187125020269,50.0,100.0
95499,631 MEAD STREET,Bronx,40.8426951,-73.8666581,89.2,Moderate,5,0,5,0,10,140.8,0.0,0.0,98.36734693877551,98.09523809523809,88.09601295412874,50.0,100.0
95397,1925 MC GRAW AVENUE,Bronx,40.8361095,-73.8589341,89.2,Moderate,2,2,0,0,2,180.0,0.0,0.0,99.59183673469387,99.61904761904762,84.7616345062429,50.0,100.0
221316,1115 CLARKSON AVENUE,Brooklyn,40.6605381,-73.9215015,89.2,Moderate,5,2,3,0,8,140.8,0.0,0.0,98.36734693877551,98.47619047619047,88.09601295412874,50.0,100.0
21473,260 ELIZABETH STREET,Manhattan,40.7238399,-73.9934447,89.2,Moderate,5,0,2,3,13,131.2,0.0,0.0,98.36734693877551,97.52380952380952,88.91884222474461,50.0,100.0
299746,199 GELSTON AVENUE,Brooklyn,40.6165514,-74.0287903,89.2,Moderate,9,8,1,0,10,112.0,0.0,0.0,96.73469387755102,98.09523809523809,90.5505107832009,50.0,100.0
29655,53 WEST 8 STREET,Manhattan,40.7334714,-73.998683,89.2,Moderate,1,1,0,0,1,193.6,0.0,0.0,100.0,99.80952380952381,83.60385925085131,50.0,100.0
803997,50 ALLEN STREET,Manhattan,40.7165689,-73.9912955,89.2,Moderate,11,3,4,4,23,60.5,0.0,0.0,95.91836734693877,95.61904761904762,94.93473325766175,50.0,100.0
306163,688 HALSEY STREET,Brooklyn,40.6842918,-73.9261753,89.2,Moderate,5,2,3,0,8,140.8,0.0,0.0,98.36734693877551,98.47619047619047,88.09601295412874,50.0,100.0
805055,2190 MADISON AVENUE,Manhattan,40.8134052,-73.9362124,89.2,Moderate,11,2,6,3,23,60.7,0.0,0.0,95.91836734693877,95.61904761904762,94.9205448354143,50.0,100.0
28045,209 WEST 118 STREET,Manhattan,40.8052694,-73.9522545,89.2,Moderate,2,0,0,2,6,168.0,0.0,0.0,99.59183673469387,98.85714285714286,85.78320090805902,50.0,100.0
806363,140 CASALS PLACE,Bronx,40.8750127,-73.8283619,89.2,Moderate,7,2,5,0,12,121.0,0.0,0.0,97.55102040816327,97.71428571428571,89.78433598183881,50.0,100.0
101468,3235 PARKSIDE PLACE,Bronx,40.8745614,-73.8742817,89.2,Moderate,2,1,0,1,4,178.3,0.0,0.0,99.59183673469387,99.23809523809524,84.90635641316686,50.0,100.0
1006374,117 ARLINGTON AVENUE,Staten Island,40.6373901,-74.1670564,89.2,Moderate,5,2,3,0,8,140.8,0.0,0.0,98.36734693877551,98.47619047619047,88.09601295412874,50.0,100.0
29633,23 WEST 8 STREET,Manhattan,40.7329911,-73.9975392,89.2,Moderate,4,0,0,4,12,141.0,0.0,0.0,98.77551020408163,97.71428571428571,88.08172531214528,50.0,100.0
303242,466 GRANT AVENUE,Brooklyn,40.6793333,-73.8666567,89.2,Moderate,2,0,2,0,4,176.1,0.0,0.0,99.59183673469387,99.23809523809524,85.08999513539808,50.0,100.0
317267,461 JEFFERSON AVENUE,Brooklyn,40.6847141,-73.9396274,89.2,Moderate,7,0,0,7,21,91.8,0.0,0.0,97.55102040816327,96.0,92.26730987514189,50.0,100.0
991267,766 EAST 213 STREET,Bronx,40.8781599,-73.8624899,89.2,Moderate,5,0,4,0,8,140.8,0.0,0.0,98.36734693877551,98.47619047619047,88.09601295412874,50.0,100.0
4733,526 9 AVENUE,Manhattan,40.7565628,-73.9936761,89.2,Moderate,6,5,1,0,7,140.8,0.0,0.0,97.95918367346938,98.66666666666667,88.09601295412874,50.0,100.0
1009755,408 FENIMORE STREET,Brooklyn,40.658775,-73.948993,89.2,Moderate,7,5,1,1,10,124.0,0.0,0.0,97.55102040816327,98.09523809523809,89.52894438138479,50.0,100.0
79156,737 FOX STREET,Bronx,40.8151683,-73.8990975,89.2,Moderate,5,0,2,3,13,129.1,0.0,0.0,98.36734693877551,97.52380952380952,89.09477866061295,50.0,100.0
291520,146 FENIMORE STREET,Brooklyn,40.6579962,-73.9575752,89.2,Moderate,4,0,1,3,11,143.0,0.0,0.0,98.77551020408163,97.90476190476191,87.91146424517594,50.0,100.0
808238,268 EASTERN PARKWAY,Brooklyn,40.6705489,-73.9599212,89.2,Moderate,6,0,2,4,16,114.2,0.0,0.0,97.95918367346938,96.95238095238096,90.3609018677123,50.0,100.0
100699,834 OLMSTEAD AVENUE,Bronx,40.8238649,-73.8520191,89.2,Moderate,5,1,4,0,9,140.8,0.0,0.0,98.36734693877551,98.28571428571429,88.09601295412874,50.0,100.0
74129,3391 EAST TREMONT AVENUE,Bronx,40.8336993,-73.8282769,89.2,Moderate,6,6,0,0,6,140.8,0.0,0.0,97.95918367346938,98.85714285714286,88.09601295412874,50.0,100.0
100292,2265 OLINVILLE AVENUE,Bronx,40.8594897,-73.8688513,89.2,Moderate,5,0,0,5,15,124.0,0.0,0.0,98.36734693877551,97.14285714285714,89.52894438138479,50.0,100.0
317746,229 JEFFERSON STREET,Brooklyn,40.7026446,-73.9282504,89.2,Moderate,1,0,0,1,3,185.6,0.0,0.0,100.0,99.42857142857143,84.28632236095346,50.0,100.0
1003658,169 JOHNSON AVENUE,Brooklyn,40.7067291,-73.9435389,89.2,Moderate,1,0,0,1,3,189.0,0.0,0.0,100.0,99.42857142857143,83.99545970488082,50.0,100.0
806815,130 MARCY PLACE,Bronx,40.8378177,-73.9161823,89.2,Moderate,9,0,5,4,22,75.5,0.0,0.0,96.73469387755102,95.80952380952381,93.65777525539161,50.0,100.0
806800,145 LINCOLN AVENUE,Bronx,40.8087214,-73.9292017,89.2,Moderate,5,2,3,0,8,140.8,0.0,0.0,98.36734693877551,98.47619047619047,88.09601295412874,50.0,100.0
804612,334 EAST 100 STREET,Manhattan,40.7859482,-73.9437787,89.2,Moderate,2,0,0,2,6,172.6,0.0,0.0,99.59183673469387,98.85714285714286,85.39160045402951,50.0,100.0
806834,2721 MORRIS AVENUE,Bronx,40.8683385,-73.8956868,89.2,Moderate,6,0,1,5,17,113.8,0.0,0.0,97.95918367346938,96.76190476190476,90.40153234960272,50.0,100.0
305624,1298 HALSEY STREET,Brooklyn,40.6936376,-73.9070994,89.2,Moderate,6,6,0,0,6,140.8,0.0,0.0,97.95918367346938,98.85714285714286,88.09601295412874,50.0,100.0
28683,98 THAYER STREET,Manhattan,40.8643092,-73.9279097,89.2,Moderate,8,0,6,2,18,95.4,0.0,0.0,97.14285714285714,96.57142857142857,91.96091664877136,50.0,100.0
808478,2455 HARING STREET,Brooklyn,40.5928622,-73.9389831,89.2,Moderate,5,1,4,0,9,140.8,0.0,0.0,98.36734693877551,98.28571428571429,88.09601295412874,50.0,100.0
285037,446 EAST 98 STREET,Brooklyn,40.6574071,-73.9149168,89.2,Moderate,2,0,0,2,6,170.2,0.0,0.0,99.59183673469387,98.85714285714286,85.59798447709912,50.0,100.0
806974,1012 SUMMIT AVENUE,Bronx,40.8334215,-73.9298114,89.2,Moderate,3,1,0,2,7,161.4,0.0,0.0,99.18367346938776,98.66666666666667,86.34506242905789,50.0,100.0
805941,512 WEST 134 STREET,Manhattan,40.818464,-73.9538745,89.2,Moderate,5,0,5,0,10,140.8,0.0,0.0,98.36734693877551,98.09523809523809,88.09601295412874,50.0,100.0
78303,1261 FINDLAY AVENUE,Bronx,40.8342325,-73.9118033,89.2,Moderate,4,0,1,3,11,140.8,0.0,0.0,98.77551020408163,97.90476190476191,88.09601295412874,50.0,100.0
290527,605 EUCLID AVENUE,Brooklyn,40.6721357,-73.8708095,89.2,Moderate,5,4,0,1,7,148.5,0.0,0.0,98.36734693877551,98.66666666666667,87.44324631101021,50.0,100.0
806284,348 BEEKMAN AVENUE,Bronx,40.8088616,-73.9134914,89.2,Moderate,4,0,1,3,11,140.8,0.0,0.0,98.77551020408163,97.90476190476191,88.09601295412874,50.0,100.0
287783,285 EASTERN PARKWAY,Brooklyn,40.6714133,-73.9591925,89.2,Moderate,10,2,7,1,19,78.4,0.0,0.0,96.3265306122449,96.38095238095238,93.41089670828605,50.0,100.0
806765,4200 HUTCHINSON RIV PARKWAY,Bronx,40.8639144,-73.8219479,89.2,Moderate,5,0,5,0,10,140.8,0.0,0.0,98.36734693877551,98.09523809523809,88.09601295412874,50.0,100.0
740769,3 GORDON PLACE,Staten Island,40.6419255,-74.1000748,89.2,Moderate,1,0,0,1,3,186.0,0.0,0.0,100.0,99.42857142857143,84.25085130533485,50.0,100.0
1008559,55-44 97 PLACE,Queens,40.7375873,-73.863545,89.2,Moderate,6,6,0,0,6,140.8,0.0,0.0,97.95918367346938,98.85714285714286,88.09601295412874,50.0,100.0
3437,2031 ADAM C POWELL BOULEVARD,Manhattan,40.8066049,-73.949548,89.3,Moderate,1,0,1,0,2,185.5,0.0,0.0,100.0,99.61904761904762,84.29091273285705,50.0,100.0
127367,530 2 STREET,Brooklyn,40.670529,-73.9773579,89.3,Moderate,6,2,3,1,11,120.7,0.0,0.0,97.95918367346938,97.90476190476191,89.81271282633371,50.0,100.0
33458,328 WEST 47 STREET,Manhattan,40.7608443,-73.9890913,89.3,Moderate,3,0,3,0,6,157.0,0.0,0.0,99.18367346938776,98.85714285714286,86.71963677639046,50.0,100.0
66611,490 EAST 184 STREET,Bronx,40.8555506,-73.892327,89.3,Moderate,2,0,0,2,6,164.2,0.0,0.0,99.59183673469387,98.85714285714286,86.11082447631824,50.0,100.0
806404,2241 CRESTON AVENUE,Bronx,40.856797,-73.9018576,89.3,Moderate,4,0,2,2,10,140.8,0.0,0.0,98.77551020408163,98.09523809523809,88.09601295412874,50.0,100.0
878727,171-04 BAISLEY BOULEVARD,Queens,40.6810056,-73.7725804,89.3,Moderate,6,4,0,2,10,32.5,0.0,2.0,97.95918367346938,98.09523809523809,97.31838819523269,50.0,84.61538461538461
382,1952 1 AVENUE,Manhattan,40.7858759,-73.9419335,89.3,Moderate,3,0,1,2,8,153.0,0.0,0.0,99.18367346938776,98.47619047619047,87.06015891032916,50.0,100.0
164682,2270 64 STREET,Brooklyn,40.6131853,-73.9791746,89.3,Moderate,2,0,0,2,6,165.7,0.0,0.0,99.59183673469387,98.85714285714286,85.97616345062428,50.0,100.0
381911,316 TROUTMAN STREET,Brooklyn,40.7042536,-73.9247862,89.3,Moderate,1,0,1,0,2,182.5,0.0,0.0,100.0,99.61904761904762,84.54493860282737,50.0,100.0
241261,2001 EAST 9 STREET,Brooklyn,40.6001953,-73.9621997,89.3,Moderate,8,0,6,2,18,87.5,0.0,0.0,97.14285714285714,96.57142857142857,92.63620885357548,50.0,100.0
77657,40 FEATHERBED LANE,Bronx,40.8457357,-73.9155326,89.3,Moderate,3,0,2,1,7,155.1,0.0,0.0,99.18367346938776,98.66666666666667,86.88024386533579,50.0,100.0
357781,1240 PUTNAM AVENUE,Brooklyn,40.6915385,-73.9150103,89.3,Moderate,1,0,1,0,2,185.0,0.0,0.0,100.0,99.61904761904762,84.33598183881952,50.0,100.0
6176,119 AUDUBON AVENUE,Manhattan,40.8424967,-73.936535,89.3,Moderate,8,2,4,2,16,96.0,0.0,0.0,97.14285714285714,96.95238095238096,91.91259931895573,50.0,100.0
5596,1590 AMSTERDAM AVENUE,Manhattan,40.8213886,-73.9508266,89.3,Moderate,7,0,7,0,14,109.2,0.0,0.0,97.55102040816327,97.33333333333334,90.79280537850345,50.0,100.0
66541,685 EAST 183 STREET,Bronx,40.8523498,-73.8860462,89.3,Moderate,1,0,1,0,2,185.9,0.0,0.0,100.0,99.61904761904762,84.26239442851922,50.0,100.0
44036,520 WEST END AVENUE,Manhattan,40.7881666,-73.9779679,89.3,Moderate,4,0,1,3,11,134.0,0.0,0.0,98.77551020408163,97.90476190476191,88.67763904653802,50.0,100.0
294930,334 FOSTER AVENUE,Brooklyn,40.6286812,-73.9736218,89.3,Moderate,7,3,3,1,12,109.8,0.0,0.0,97.55102040816327,97.71428571428571,90.73609534619752,50.0,100.0
327500,753 LINDEN BOULEVARD,Brooklyn,40.6540935,-73.9301983,89.3,Moderate,3,0,2,1,7,152.2,0.0,0.0,99.18367346938776,98.66666666666667,87.12981116499844,50.0,100.0
119111,2030 WALTON AVENUE,Bronx,40.8529199,-73.9066022,89.3,Moderate,9,2,3,4,20,73.9,0.0,0.0,96.73469387755102,96.19047619047619,93.7961123723042,50.0,100.0
103016,1840 PHELAN PLACE,Bronx,40.8532127,-73.9161231,89.3,Moderate,8,0,6,2,18,90.5,0.0,0.0,97.14285714285714,96.57142857142857,92.38251986379115,50.0,100.0
452740,108-50 62 DRIVE,Queens,40.7359501,-73.8492591,89.3,Moderate,5,3,2,0,7,140.8,0.0,0.0,98.36734693877551,98.66666666666667,88.09601295412874,50.0,100.0
287550,1196 EASTERN PARKWAY,Brooklyn,40.6680912,-73.929077,89.3,Moderate,5,2,2,1,9,133.0,0.0,0.0,98.36734693877551,98.28571428571429,88.7627695800227,50.0,100.0
369361,93 SHEFFIELD AVENUE,Brooklyn,40.6751489,-73.8974383,89.3,Moderate,7,4,2,1,11,115.5,0.0,0.0,97.55102040816327,97.90476190476191,90.25255391600454,50.0,100.0
94483,1783 MARMION AVENUE,Bronx,40.8401261,-73.8901582,89.3,Moderate,4,0,3,1,9,140.8,0.0,0.0,98.77551020408163,98.28571428571429,88.09601295412874,50.0,100.0
129534,7224 4 AVENUE,Brooklyn,40.6324776,-74.0247621,89.3,Moderate,2,0,2,0,4,168.0,0.0,0.0,99.59183673469387,99.23809523809524,85.78036322360954,50.0,100.0
214956,97 BROOKLYN AVENUE,Brooklyn,40.6763062,-73.9438747,89.3,Moderate,2,0,2,0,4,170.6,0.0,0.0,99.59183673469387,99.23809523809524,85.56365374275644,50.0,100.0
347319,1865 OCEAN AVENUE,Brooklyn,40.6165843,-73.9542841,89.3,Moderate,1,0,0,1,3,180.1,0.0,0.0,100.0,99.42857142857143,84.75389536683521,50.0,100.0
60336,1933 DALY AVENUE,Bronx,40.8414983,-73.8844492,89.3,Moderate,1,0,0,1,3,181.2,0.0,0.0,100.0,99.42857142857143,84.65522133938705,50.0,100.0
306882,231 HANCOCK STREET,Brooklyn,40.6831175,-73.9469625,89.3,Moderate,3,0,0,3,9,106.2,0.0,1.0,99.18367346938776,98.28571428571429,91.04739512149922,50.0,92.3076923076923
967936,492 LEFFERTS AVENUE,Brooklyn,40.6624538,-73.9448163,89.3,Moderate,4,0,2,2,10,140.8,0.0,0.0,98.77551020408163,98.09523809523809,88.09601295412874,50.0,100.0
94404,2728 MARION AVENUE,Bronx,40.8657712,-73.8886986,89.3,Moderate,6,0,5,1,13,115.8,0.0,0.0,97.95918367346938,97.52380952380952,90.22890654559214,50.0,100.0
71287,943 EAST 229 STREET,Bronx,40.8885157,-73.8514738,89.3,Moderate,4,0,3,1,9,140.8,0.0,0.0,98.77551020408163,98.28571428571429,88.09601295412874,50.0,100.0
129406,6324 4 AVENUE,Brooklyn,40.6388847,-74.0209523,89.3,Moderate,7,0,3,4,18,96.9,0.0,0.0,97.55102040816327,96.57142857142857,91.8340172880468,50.0,100.0
56765,121 CLARKE PLACE EAST,Bronx,40.8376367,-73.9164861,89.3,Moderate,5,1,2,2,11,131.6,0.0,0.0,98.36734693877551,97.90476190476191,88.88620885357548,50.0,100.0
234024,99 DOSCHER STREET,Brooklyn,40.6747037,-73.8722899,89.3,Moderate,4,0,3,1,9,140.8,0.0,0.0,98.77551020408163,98.28571428571429,88.09601295412874,50.0,100.0
324068,130 LENOX ROAD,Brooklyn,40.6535185,-73.954976,89.3,Moderate,5,0,1,4,14,119.0,0.0,0.0,98.36734693877551,97.33333333333334,89.9534769102097,50.0,100.0
429257,30-11 41 STREET,Queens,40.7630334,-73.9142549,89.3,Moderate,5,0,3,2,12,124.1,0.0,0.0,98.36734693877551,97.71428571428571,89.52421490730231,50.0,100.0
97864,782 MORRIS PARK AVENUE,Bronx,40.8456001,-73.8629656,89.3,Moderate,4,1,0,3,10,140.8,0.0,0.0,98.77551020408163,98.09523809523809,88.09601295412874,50.0,100.0
116721,2824 UNIVERSITY AVENUE,Bronx,40.8721948,-73.8986819,89.3,Moderate,5,0,3,2,12,129.2,0.0,0.0,98.36734693877551,97.71428571428571,89.08200908059024,50.0,100.0
213399,101 BRIGHTWATER COURT,Brooklyn,40.5756855,-73.9663028,89.3,Moderate,6,0,4,2,14,112.0,0.0,0.0,97.95918367346938,97.33333333333334,90.5505107832009,50.0,100.0
66746,667 EAST 187 STREET,Bronx,40.8547399,-73.8855432,89.3,Moderate,4,1,2,1,8,98.1,0.0,1.0,98.77551020408163,98.47619047619047,91.73701759364359,50.0,92.3076923076923
11084,168 EAST 7 STREET,Manhattan,40.7251479,-73.9819465,89.3,Moderate,4,1,0,3,10,140.8,0.0,0.0,98.77551020408163,98.09523809523809,88.09601295412874,50.0,100.0
100933,1640 OVERING STREET,Bronx,40.8428752,-73.8480518,89.3,Moderate,1,0,0,1,3,178.4,0.0,0.0,100.0,99.42857142857143,84.8978433598184,50.0,100.0
12711,224 EAST 25 STREET,Manhattan,40.7394205,-73.9811487,89.3,Moderate,2,2,0,0,2,178.1,0.0,0.0,99.59183673469387,99.61904761904762,84.91973406842874,50.0,100.0
43260,557 WEST 174 STREET,Manhattan,40.8446593,-73.9362041,89.3,Moderate,4,0,4,0,8,143.4,0.0,0.0,98.77551020408163,98.47619047619047,87.87497973082536,50.0,100.0
41689,627 WEST 142 STREET,Manhattan,40.8252348,-73.9529845,89.3,Moderate,3,0,2,1,7,156.7,0.0,0.0,99.18367346938776,98.66666666666667,86.74801362088536,50.0,100.0
646386,1731 CORNELIA STREET,Queens,40.7008494,-73.905297,89.3,Moderate,4,0,2,2,10,137.5,0.0,0.0,98.77551020408163,98.09523809523809,88.37968217934166,50.0,100.0
490325,141-50 85 ROAD,Queens,40.7092919,-73.814707,89.3,Moderate,1,0,1,0,2,180.9,0.0,0.0,100.0,99.61904761904762,84.68866547754176,50.0,100.0
60904,3083 DECATUR AVENUE,Bronx,40.8714509,-73.8787024,89.3,Moderate,6,1,5,0,11,121.0,0.0,0.0,97.95918367346938,97.90476190476191,89.78433598183881,50.0,100.0
811618,23-66 26 STREET,Queens,40.7752583,-73.9178533,89.3,Moderate,5,0,0,5,15,115.4,0.0,0.0,98.36734693877551,97.14285714285714,90.26106696935301,50.0,100.0
9110,240 CENTRAL PARK SOUTH,Manhattan,40.7673099,-73.981177,89.3,Moderate,2,0,2,0,4,169.3,0.0,0.0,99.59183673469387,99.23809523809524,85.66969353007946,50.0,100.0
25930,200 NAGLE AVENUE,Manhattan,40.8625113,-73.9233238,89.3,Moderate,6,0,3,3,15,109.1,0.0,0.0,97.95918367346938,97.14285714285714,90.79526106696936,50.0,100.0
885262,2732 MARION AVENUE,Bronx,40.8658863,-73.8885321,89.3,Moderate,1,0,0,1,3,179.0,0.0,0.0,100.0,99.42857142857143,84.84676503972759,50.0,100.0
808368,2168 FULTON STREET,Brooklyn,40.6779837,-73.9099586,89.3,Moderate,4,0,2,2,10,140.8,0.0,0.0,98.77551020408163,98.09523809523809,88.09601295412874,50.0,100.0
25947,84 NAGLE AVENUE,Manhattan,40.8606644,-73.9281378,89.3,Moderate,8,0,7,1,17,89.2,0.0,0.0,97.14285714285714,96.76190476190476,92.49432463110102,50.0,100.0
316778,124 JEFFERSON AVENUE,Brooklyn,40.6827658,-73.9524829,89.3,Moderate,4,0,2,2,10,140.8,0.0,0.0,98.77551020408163,98.09523809523809,88.09601295412874,50.0,100.0
23949,1575 LEXINGTON AVENUE,Manhattan,40.7888159,-73.9484384,89.3,Moderate,4,0,3,1,9,143.2,0.0,0.0,98.77551020408163,98.28571428571429,87.894438138479,50.0,100.0
70823,726 EAST 227 STREET,Bronx,40.8886896,-73.8587827,89.3,Moderate,14,3,6,5,30,10.0,0.0,0.0,94.6938775510204,94.28571428571428,99.23382519863792,50.0,100.0
108632,1546 SELWYN AVENUE,Bronx,40.8417326,-73.9102285,89.3,Moderate,6,0,1,5,17,108.0,0.0,0.0,97.95918367346938,96.76190476190476,90.89369324631102,50.0,100.0
25198,157 MANHATTAN AVENUE,Manhattan,40.7996653,-73.9611076,89.3,Moderate,6,1,4,1,12,117.0,0.0,0.0,97.95918367346938,97.71428571428571,90.12181773958164,50.0,100.0
95695,1307 MERRIAM AVENUE,Bronx,40.8406764,-73.9264716,89.3,Moderate,1,0,0,1,3,179.5,0.0,0.0,100.0,99.42857142857143,84.80419977298524,50.0,100.0
81559,2380 GRAND AVENUE,Bronx,40.8613879,-73.9039512,89.3,Moderate,2,2,0,0,2,175.0,0.0,0.0,99.59183673469387,99.61904761904762,85.19134100859414,50.0,100.0
116451,606 UNION AVENUE,Bronx,40.8140476,-73.9045687,89.3,Moderate,4,1,0,3,10,140.8,0.0,0.0,98.77551020408163,98.09523809523809,88.09601295412874,50.0,100.0
