buildingid,address,borough,latitude,longitude,health_score,label,open_violation_count,class_a_count,class_b_count,class_c_count,weighted_severity,avg_resolution_days,violations_last_6mo,repeat_violation_types,component_open_count,component_severity,component_resolution_speed,component_recency,component_repeat_rate
95394,1920 MC GRAW AVENUE,Bronx,40.8340869,-73.8614029,87.4,Struggling,14,0,10,4,32,118.2,0.0,0.0,94.6938775510204,93.9047619047619,90.02270147559591,50.0,100.0
363196,425 ROCKAWAY PARKWAY,Brooklyn,40.6578306,-73.9160084,87.4,Struggling,11,0,4,7,29,147.2,0.0,0.0,95.91836734693877,94.47619047619048,87.55750044805544,50.0,100.0
928985,2818 BRONX PARK EAST,Bronx,40.867261,-73.8698014,87.4,Struggling,8,2,2,4,18,198.2,0.0,0.0,97.14285714285714,96.57142857142857,83.21351998991045,50.0,100.0
28947,64 VERMILYEA AVENUE,Manhattan,40.8658163,-73.924007,87.4,Struggling,8,0,6,2,18,202.7,0.0,0.0,97.14285714285714,96.57142857142857,82.82684965431844,50.0,100.0
803906,2411 FREDERICK DOUGAL BOULEVARD,Manhattan,40.8132417,-73.9496008,87.4,Struggling,3,0,1,2,8,264.8,0.0,0.0,99.18367346938776,98.47619047619047,77.54416146424518,50.0,100.0
439297,43-34 49 STREET,Queens,40.7435937,-73.9160554,87.4,Struggling,18,7,7,4,33,84.5,0.0,0.0,93.06122448979592,93.71428571428572,92.89160045402951,50.0,100.0
110467,350 ST ANNS AVENUE,Bronx,40.8094229,-73.9152824,87.4,Struggling,2,0,2,0,4,282.3,0.0,0.0,99.59183673469387,99.23809523809524,76.05467272039348,50.0,100.0
120627,2384 WEBSTER AVENUE,Bronx,40.8584504,-73.8937864,87.4,Struggling,11,4,4,3,21,169.5,0.0,0.0,95.91836734693877,96.0,85.65550510783201,50.0,100.0
808943,37 NEW LOTS AVENUE,Brooklyn,40.657679,-73.9046122,87.4,Struggling,9,0,7,2,20,185.7,0.0,0.0,96.73469387755102,96.19047619047619,84.27390749148695,50.0,100.0
9894,106 CONVENT AVENUE,Manhattan,40.8170527,-73.952741,87.4,Struggling,14,1,13,0,27,129.0,0.0,0.0,94.6938775510204,94.85714285714286,89.10329171396141,50.0,100.0
42812,513 WEST 159 STREET,Manhattan,40.8345754,-73.9416524,87.4,Struggling,7,1,4,2,15,217.2,0.0,0.0,97.55102040816327,97.14285714285714,81.59870776215838,50.0,100.0
811201,353 BEACH 57 STREET,Queens,40.5936353,-73.7879901,87.4,Struggling,3,1,2,0,5,271.0,0.0,0.0,99.18367346938776,99.04761904761905,77.01475595913735,50.0,100.0
62827,534 EAST 138 STREET,Bronx,40.8068945,-73.9183488,87.4,Struggling,1,0,1,0,2,293.2,0.0,0.0,100.0,99.61904761904762,75.12296632614454,50.0,100.0
89505,940 KELLY STREET,Bronx,40.8205394,-73.8956245,87.4,Struggling,3,3,0,0,3,279.0,0.0,0.0,99.18367346938776,99.42857142857143,76.33371169125994,50.0,100.0
119327,1063 WARD AVENUE,Bronx,40.8258676,-73.8769174,87.4,Struggling,1,0,0,1,3,294.6,0.0,0.0,100.0,99.42857142857143,75.00810766985569,50.0,100.0
705075,61-61 WOODHAVEN BOULEVARD,Queens,40.7274889,-73.8702693,87.4,Struggling,15,0,10,5,35,103.6,0.0,0.0,94.28571428571428,93.33333333333333,91.2656072644722,50.0,100.0
114411,2130 TIEBOUT AVENUE,Bronx,40.853577,-73.8981716,87.4,Struggling,1,0,1,0,2,296.3,0.0,0.0,100.0,99.61904761904762,74.85811577752554,50.0,100.0
6122,16 ARDEN STREET,Manhattan,40.8614296,-73.9271861,87.4,Struggling,6,3,0,3,12,228.8,0.0,0.0,97.95918367346938,97.71428571428571,80.60915626182368,50.0,100.0
382406,207 TROY AVENUE,Brooklyn,40.6723085,-73.9360517,87.4,Struggling,3,0,2,1,7,265.4,0.0,0.0,99.18367346938776,98.66666666666667,77.49361520998865,50.0,100.0
807000,2509 TRATMAN AVENUE,Bronx,40.8396933,-73.8454209,87.4,Struggling,7,0,4,3,17,212.4,0.0,0.0,97.55102040816327,96.76190476190476,81.99925783637475,50.0,100.0
97425,1704 MORRIS AVENUE,Bronx,40.8445259,-73.9091043,87.4,Struggling,1,0,0,1,3,294.3,0.0,0.0,100.0,99.42857142857143,75.02837684449489,50.0,100.0
13216,339 EAST 33 STREET,Manhattan,40.7435967,-73.9745579,87.4,Struggling,16,1,12,3,34,100.4,0.0,0.0,93.87755102040816,93.52380952380952,91.53424139235717,50.0,100.0
281995,25 EAST 92 STREET,Brooklyn,40.6636172,-73.9290962,87.4,Struggling,13,0,3,10,36,24.7,0.0,2.0,95.10204081632652,93.14285714285714,97.98524404086265,50.0,84.61538461538461
382683,867 TROY AVENUE,Brooklyn,40.6519614,-73.9359126,87.4,Struggling,3,1,2,0,5,274.0,0.0,0.0,99.18367346938776,99.04761904761905,76.75936435868331,50.0,100.0
954207,2065 WALTON AVENUE,Bronx,40.8539737,-73.9063405,87.4,Struggling,2,0,1,1,5,279.0,0.0,0.0,99.59183673469387,99.04761904761905,76.33371169125994,50.0,100.0
93713,74 WEST 174 STREET,Bronx,40.8470376,-73.9168538,87.4,Struggling,11,0,11,0,22,122.7,0.0,1.0,95.91836734693877,95.80952380952381,89.64245175936436,50.0,92.3076923076923
14595,217 EAST 59 STREET,Manhattan,40.7613859,-73.9656024,87.4,Struggling,4,2,2,0,6,263.9,0.0,0.0,98.77551020408163,98.85714285714286,77.61634506242906,50.0,100.0
876930,2785 FREDERICK DOUGLASS BOULEVARD,Manhattan,40.8247105,-73.9408987,87.4,Struggling,13,2,10,1,25,143.8,0.0,0.0,95.10204081632652,95.23809523809523,87.84525160802119,50.0,100.0
327134,201 LINDEN BOULEVARD,Brooklyn,40.6530697,-73.9514913,87.4,Struggling,7,0,7,0,14,217.7,0.0,0.0,97.55102040816327,97.33333333333334,81.55171262602657,50.0,100.0
198183,540 BAINBRIDGE STREET,Brooklyn,40.6825414,-73.9153174,87.4,Struggling,1,0,0,1,3,289.4,0.0,0.0,100.0,99.42857142857143,75.4483541430193,50.0,100.0
145984,8784 23 AVENUE,Brooklyn,40.5970586,-73.9956357,87.4,Struggling,3,2,1,0,4,273.0,0.0,0.0,99.18367346938776,99.23809523809524,76.84449489216799,50.0,100.0
22535,90 HAMILTON PLACE,Manhattan,40.8233811,-73.9504205,87.4,Struggling,2,0,1,1,5,281.5,0.0,0.0,99.59183673469387,99.04761904761905,76.12088535754825,50.0,100.0
109469,917 SHERIDAN AVENUE,Bronx,40.8279344,-73.9206428,87.5,Struggling,13,4,3,6,28,132.4,0.0,0.0,95.10204081632652,94.66666666666667,88.81749635154857,50.0,100.0
991477,1728 TOWNSEND AVENUE,Bronx,40.8469238,-73.9114287,87.5,Struggling,1,0,0,1,3,283.5,0.0,0.0,100.0,99.42857142857143,75.95062429057889,50.0,100.0
183734,647 ALBANY AVENUE,Brooklyn,40.6581609,-73.9392297,87.5,Struggling,1,0,1,0,2,290.0,0.0,0.0,100.0,99.61904761904762,75.39727582292849,50.0,100.0
518022,163-19 107 AVENUE,Queens,40.6987626,-73.7919691,87.5,Struggling,13,3,9,1,24,140.8,0.0,0.0,95.10204081632652,95.42857142857143,88.09601295412874,50.0,100.0
21750,220 FRONT STREET,Manhattan,40.7076075,-74.0023589,87.5,Struggling,1,0,1,0,2,289.0,0.0,0.0,100.0,99.61904761904762,75.48240635641316,50.0,100.0
60383,2138 DALY AVENUE,Bronx,40.8456169,-73.8805711,87.5,Struggling,1,0,0,1,3,285.2,0.0,0.0,100.0,99.42857142857143,75.80401059402195,50.0,100.0
810351,21-37 33 STREET,Queens,40.7760278,-73.9081435,87.5,Struggling,1,0,1,0,2,287.7,0.0,0.0,100.0,99.61904761904762,75.59591373439274,50.0,100.0
436702,76-26 47 AVENUE,Queens,40.7394545,-73.8870404,87.5,Struggling,2,1,0,1,4,275.0,0.0,0.0,99.59183673469387,99.23809523809524,76.67423382519864,50.0,100.0
416843,34-08 30 STREET,Queens,40.7599333,-73.9284738,87.5,Struggling,19,6,13,0,32,74.7,0.0,0.0,92.65306122448979,93.9047619047619,93.72871736662883,50.0,100.0
66499,480 EAST 183 STREET,Bronx,40.8550188,-73.8929677,87.5,Struggling,6,0,5,1,13,224.1,0.0,0.0,97.95918367346938,97.52380952380952,81.00524971623156,50.0,100.0
55179,4053 CARPENTER AVENUE,Bronx,40.8911339,-73.8623256,87.5,Struggling,11,0,0,10,30,140.8,0.0,0.0,95.91836734693877,94.28571428571428,88.09601295412874,50.0,100.0
25378,58 MARBLE HILL AVENUE,Manhattan,40.87581,-73.9091917,87.5,Struggling,10,0,0,10,30,99.7,0.0,1.0,96.3265306122449,94.28571428571428,91.59961941643854,50.0,92.3076923076923
53728,1550 BRYANT AVENUE,Bronx,40.8341964,-73.8861568,87.5,Struggling,3,0,2,1,7,258.3,0.0,0.0,99.18367346938776,98.66666666666667,78.09653664073531,50.0,100.0
51785,3824 BRONX BOULEVARD,Bronx,40.8853057,-73.8659361,87.5,Struggling,4,0,1,3,11,242.0,0.0,0.0,98.77551020408163,97.90476190476191,79.48354143019296,50.0,100.0
326554,364 LINCOLN PLACE,Brooklyn,40.6728751,-73.9640871,87.5,Struggling,10,3,5,2,19,174.8,0.0,0.0,96.3265306122449,96.38095238095238,85.20147559591373,50.0,100.0
7825,2501 BROADWAY,Manhattan,40.7929799,-73.973517,87.5,Struggling,11,2,7,2,22,161.8,0.0,0.0,95.91836734693877,95.80952380952381,86.31101021566401,50.0,100.0
819365,115-113 SPRINGFIELD BOULEVARD,Queens,40.6984673,-73.7423498,87.5,Struggling,13,1,12,0,25,140.8,0.0,0.0,95.10204081632652,95.23809523809523,88.09601295412874,50.0,100.0
84285,3011 HEATH AVENUE,Bronx,40.8764116,-73.9030509,87.5,Struggling,1,0,0,1,3,284.1,0.0,0.0,100.0,99.42857142857143,75.89589751905302,50.0,100.0
37962,306 WEST 112 STREET,Manhattan,40.8019643,-73.9580902,87.5,Struggling,5,0,2,3,13,230.5,0.0,0.0,98.36734693877551,97.52380952380952,80.46254256526674,50.0,100.0
18412,179 EAST 93 STREET,Manhattan,40.7837888,-73.9514105,87.5,Struggling,8,7,1,0,9,217.9,0.0,0.0,97.14285714285714,98.28571428571429,81.53613318199017,50.0,100.0
427469,50-21 39 PLACE,Queens,40.7375127,-73.926174,87.5,Struggling,2,1,0,1,4,276.0,0.0,0.0,99.59183673469387,99.23809523809524,76.58910329171397,50.0,100.0
44477,1577 YORK AVENUE,Manhattan,40.7745597,-73.9484855,87.5,Struggling,2,0,2,0,4,277.9,0.0,0.0,99.59183673469387,99.23809523809524,76.42384990318489,50.0,100.0
53943,3118 BUHRE AVENUE,Bronx,40.8479537,-73.8290461,87.5,Struggling,16,0,14,2,34,89.6,0.0,0.0,93.87755102040816,93.52380952380952,92.4561250327425,50.0,100.0
230032,1488 DE KALB AVENUE,Brooklyn,40.7015149,-73.9216228,87.5,Struggling,3,0,3,0,6,260.9,0.0,0.0,99.18367346938776,98.85714285714286,77.87486790089632,50.0,100.0
135358,429 9 STREET,Brooklyn,40.6673733,-73.9819657,87.5,Struggling,7,3,0,4,15,210.0,0.0,0.0,97.55102040816327,97.14285714285714,82.20771850170262,50.0,100.0
306169,693 HALSEY STREET,Brooklyn,40.6849249,-73.9247431,87.5,Struggling,1,0,0,1,3,283.5,0.0,0.0,100.0,99.42857142857143,75.94812045135875,50.0,100.0
341502,233 NASSAU AVENUE,Brooklyn,40.7259532,-73.9429995,87.5,Struggling,3,0,1,2,8,259.0,0.0,0.0,99.18367346938776,98.47619047619047,78.03632236095346,50.0,100.0
43147,623 WEST 170 STREET,Manhattan,40.8431299,-73.9402715,87.5,Struggling,2,0,2,0,4,231.4,0.0,1.0,99.59183673469387,99.23809523809524,80.38902074089361,50.0,92.3076923076923
18528,245 EAST 94 STREET,Manhattan,40.7833236,-73.948356,87.5,Struggling,12,2,1,9,31,85.4,0.0,1.0,95.51020408163265,94.0952380952381,92.81648527742539,50.0,92.3076923076923
327458,651 LINDEN BOULEVARD,Brooklyn,40.6538489,-73.9343683,87.5,Struggling,7,0,2,5,19,150.4,0.0,1.0,97.55102040816327,96.38095238095238,87.27937003405222,50.0,92.3076923076923
23134,536 ISHAM STREET,Manhattan,40.8666886,-73.9191974,87.5,Struggling,3,2,1,0,4,271.1,0.0,0.0,99.18367346938776,99.23809523809524,77.00748871847402,50.0,100.0
21274,335 EDGECOMBE AVENUE,Manhattan,40.8263992,-73.9421908,87.5,Struggling,2,0,1,1,5,271.4,0.0,0.0,99.59183673469387,99.04761904761905,76.97928490351873,50.0,100.0
420287,21-05 33 STREET,Queens,40.7760278,-73.9081435,87.5,Struggling,15,0,11,3,31,110.1,0.0,0.0,94.28571428571428,94.0952380952381,90.71386937448231,50.0,100.0
212504,2911 BRIGHTON 5 STREET,Brooklyn,40.5809573,-73.9632438,87.5,Struggling,9,2,2,5,21,180.2,0.0,0.0,96.73469387755102,96.0,84.74312786852884,50.0,100.0
96849,1644 MONTGOMERY AVENUE,Bronx,40.848618,-73.9198555,87.5,Struggling,2,0,2,0,4,274.3,0.0,0.0,99.59183673469387,99.23809523809524,76.73098751418843,50.0,100.0
326267,1234 LINCOLN PLACE,Brooklyn,40.6697886,-73.9356792,87.5,Struggling,9,4,3,2,16,193.5,0.0,0.0,96.73469387755102,96.95238095238096,83.61237230419978,50.0,100.0
347460,2375 OCEAN AVENUE,Brooklyn,40.6037652,-73.951862,87.5,Struggling,4,3,1,0,5,258.0,0.0,0.0,98.77551020408163,99.04761904761905,78.12145289443814,50.0,100.0
397373,1124 WINTHROP STREET,Brooklyn,40.6621855,-73.9222926,87.5,Struggling,1,0,1,0,2,286.8,0.0,0.0,100.0,99.61904761904762,75.6728299181552,50.0,100.0
347246,1569 OCEAN AVENUE,Brooklyn,40.6237186,-73.9556409,87.5,Struggling,3,0,3,0,6,264.0,0.0,0.0,99.18367346938776,98.85714285714286,77.61066969353007,50.0,100.0
21374,233 ELDRIDGE STREET,Manhattan,40.7224508,-73.9900537,87.5,Struggling,13,1,12,0,25,140.8,0.0,0.0,95.10204081632652,95.23809523809523,88.09601295412874,50.0,100.0
248345,200 EAST 19 STREET,Brooklyn,40.6444823,-73.9614431,87.5,Struggling,4,0,2,2,10,246.5,0.0,0.0,98.77551020408163,98.09523809523809,79.09795019029178,50.0,100.0
100311,2541 OLINVILLE AVENUE,Bronx,40.8644382,-73.8686933,87.5,Struggling,2,0,0,2,6,269.4,0.0,0.0,99.59183673469387,98.85714285714286,77.15136076868252,50.0,100.0
814498,2828 WEST 28 STREET,Brooklyn,40.5770435,-73.9949027,87.5,Struggling,2,0,0,2,6,271.0,0.0,0.0,99.59183673469387,98.85714285714286,77.01475595913735,50.0,100.0
564438,42-62 157 STREET,Queens,40.7593062,-73.8092075,87.5,Struggling,3,0,3,0,6,261.5,0.0,0.0,99.18367346938776,98.85714285714286,77.82349602724177,50.0,100.0
90306,2029 LA FONTAINE AVENUE,Bronx,40.848122,-73.89368,87.5,Struggling,8,0,6,2,18,196.7,0.0,0.0,97.14285714285714,96.57142857142857,83.3427922814983,50.0,100.0
3370,1831 ADAM C POWELL BOULEVARD,Manhattan,40.8002693,-73.954176,87.5,Struggling,5,0,5,0,10,239.4,0.0,0.0,98.36734693877551,98.09523809523809,79.70488081725313,50.0,100.0
12113,105 EAST 15 STREET,Manhattan,40.7352303,-73.9890486,87.5,Struggling,8,0,4,4,20,140.8,0.0,1.0,97.14285714285714,96.19047619047619,88.09601295412874,50.0,92.3076923076923
297454,1465 FULTON STREET,Brooklyn,40.6802087,-73.9425482,87.5,Struggling,4,1,3,0,7,256.0,0.0,0.0,98.77551020408163,98.66666666666667,78.2917139614075,50.0,100.0
287673,159 EASTERN PARKWAY,Brooklyn,40.6725429,-73.9637412,87.5,Struggling,3,0,0,3,9,254.6,0.0,0.0,99.18367346938776,98.28571428571429,78.40780105252296,50.0,100.0
883582,2350 WEBSTER AVENUE,Bronx,40.8572928,-73.8945293,87.5,Struggling,12,6,4,2,20,159.3,0.0,0.0,95.51020408163265,96.19047619047619,86.51984062637541,50.0,100.0
6192,189 AUDUBON AVENUE,Manhattan,40.8443431,-73.9351852,87.5,Struggling,3,0,2,1,7,258.6,0.0,0.0,99.18367346938776,98.66666666666667,78.07233912512007,50.0,100.0
94331,2405 MARION AVENUE,Bronx,40.8590721,-73.8953435,87.5,Struggling,3,0,1,2,8,258.6,0.0,0.0,99.18367346938776,98.47619047619047,78.06636843159511,50.0,100.0
935607,211-11 42 AVENUE,Queens,40.7626607,-73.7730777,87.5,Struggling,9,1,5,3,20,138.3,0.0,1.0,96.73469387755102,96.19047619047619,88.31092290229634,50.0,92.3076923076923
50311,289 BONNER PLACE,Bronx,40.8277145,-73.9164046,87.5,Struggling,13,0,12,1,27,135.2,0.0,0.0,95.10204081632652,94.85714285714286,88.5783200908059,50.0,100.0
95205,1720 MAYFLOWER AVENUE,Bronx,40.8463142,-73.834078,87.5,Struggling,1,0,1,0,2,286.2,0.0,0.0,100.0,99.61904761904762,75.71651532349603,50.0,100.0
119038,1240 WALTON AVENUE,Bronx,40.8358897,-73.9184397,87.5,Struggling,8,0,5,3,19,190.0,0.0,0.0,97.14285714285714,96.38095238095238,83.90701239736427,50.0,100.0
21830,518 FT WASHINGTON AVENUE,Manhattan,40.8525729,-73.9373315,87.5,Struggling,1,0,1,0,2,290.0,0.0,0.0,100.0,99.61904761904762,75.39727582292849,50.0,100.0
943122,12-07 31 AVENUE,Queens,40.7689141,-73.932995,87.5,Struggling,16,10,5,1,23,121.0,0.0,0.0,93.87755102040816,95.61904761904762,89.78433598183881,50.0,100.0
977499,1465 PARK AVENUE,Manhattan,40.7936814,-73.9464447,87.5,Struggling,1,0,0,1,3,286.0,0.0,0.0,100.0,99.42857142857143,75.7377979568672,50.0,100.0
67381,178 EAST 205 STREET,Bronx,40.8749074,-73.8849842,87.5,Struggling,17,8,9,0,26,109.4,0.0,0.0,93.46938775510203,95.04761904761905,90.77185017026108,50.0,100.0
459642,60-28 67 AVENUE,Queens,40.7047694,-73.8993223,87.5,Struggling,20,9,5,6,37,53.0,0.0,0.0,92.24489795918367,92.95238095238095,95.57321225879683,50.0,100.0
38346,239 WEST 116 STREET,Manhattan,40.8042464,-73.9542166,87.5,Struggling,8,0,4,4,20,190.9,0.0,0.0,97.14285714285714,96.19047619047619,83.83758126096379,50.0,100.0
395863,564 WILLIAMS AVENUE,Brooklyn,40.6618916,-73.8974622,87.5,Struggling,4,0,2,2,10,247.8,0.0,0.0,98.77551020408163,98.09523809523809,78.99404086265606,50.0,100.0
76113,124 ELLIOT PLACE,Bronx,40.8383716,-73.9155636,87.5,Struggling,8,0,2,6,22,92.9,0.0,2.0,97.14285714285714,95.80952380952381,92.17650397275823,50.0,84.61538461538461
147234,122 33 STREET,Brooklyn,40.656681,-74.0042853,87.5,Struggling,16,2,6,8,38,77.7,0.0,0.0,93.87755102040816,92.76190476190476,93.4733257661748,50.0,100.0
855782,325 EAST 115 STREET,Manhattan,40.7959848,-73.9368719,87.5,Struggling,6,0,2,4,16,212.9,0.0,0.0,97.95918367346938,96.95238095238096,81.96343088387702,50.0,100.0
117054,2302 VALENTINE AVENUE,Bronx,40.8569033,-73.8978557,87.5,Struggling,1,0,0,1,3,287.3,0.0,0.0,100.0,99.42857142857143,75.62429057888764,50.0,100.0
348647,800 OCEAN PARKWAY,Brooklyn,40.6288949,-73.9720149,87.5,Struggling,1,0,1,0,2,290.5,0.0,0.0,100.0,99.61904761904762,75.3558609688008,50.0,100.0
213197,3031 BRIGHTON 14 STREET,Brooklyn,40.5789644,-73.9548642,87.5,Struggling,6,0,2,4,16,214.3,0.0,0.0,97.95918367346938,96.95238095238096,81.84287335819685,50.0,100.0
197934,239 BAINBRIDGE STREET,Brooklyn,40.6816055,-73.9275159,87.5,Struggling,3,0,2,1,7,263.2,0.0,0.0,99.18367346938776,98.66666666666667,77.67688233068483,50.0,100.0
842963,725 BEDFORD AVENUE,Brooklyn,40.6988958,-73.9566836,87.5,Struggling,1,0,0,1,3,289.0,0.0,0.0,100.0,99.42857142857143,75.48240635641316,50.0,100.0
94237,2120 MAPES AVENUE,Bronx,40.8470184,-73.8848553,87.5,Struggling,2,0,0,2,6,269.0,0.0,0.0,99.59183673469387,98.85714285714286,77.18501702610669,50.0,100.0
99207,1494 NELSON AVENUE,Bronx,40.8444272,-73.9203918,87.5,Struggling,1,0,1,0,2,287.0,0.0,0.0,100.0,99.61904761904762,75.65266742338252,50.0,100.0
693780,63-45 SAUNDERS STREET,Queens,40.7297481,-73.8634204,87.5,Struggling,14,2,7,5,31,111.5,0.0,0.0,94.6938775510204,94.0952380952381,90.58980179865537,50.0,100.0
208577,1935 BERGEN STREET,Brooklyn,40.6745416,-73.9170544,87.5,Struggling,1,0,1,0,2,289.8,0.0,0.0,100.0,99.61904761904762,75.41275410174389,50.0,100.0
704819,1726 WOODBINE STREET,Queens,40.7019432,-73.9070265,87.5,Struggling,5,0,5,0,10,237.2,0.0,0.0,98.36734693877551,98.09523809523809,79.89451641942932,50.0,100.0
104478,2434 PROSPECT AVENUE,Bronx,40.8545771,-73.881972,87.5,Struggling,5,1,4,0,9,242.3,0.0,0.0,98.36734693877551,98.28571428571429,79.46032401196987,50.0,100.0
348087,1628 OCEAN PARKWAY,Brooklyn,40.6086292,-73.9683607,87.5,Struggling,8,3,4,1,14,202.6,0.0,0.0,97.14285714285714,97.33333333333334,82.83354296407646,50.0,100.0
218256,1216 CATON AVENUE,Brooklyn,40.6491971,-73.968118,87.5,Struggling,4,0,1,3,11,242.0,0.0,0.0,98.77551020408163,97.90476190476191,79.48354143019296,50.0,100.0
268619,491 EAST 52 STREET,Brooklyn,40.6486272,-73.9278328,87.5,Struggling,11,0,6,5,27,147.1,0.0,0.0,95.91836734693877,94.85714285714286,87.56426520665019,50.0,100.0
65027,991 EAST 167 STREET,Bronx,40.8270229,-73.8902918,87.5,Struggling,14,1,9,4,31,115.4,0.0,0.0,94.6938775510204,94.0952380952381,90.26106696935301,50.0,100.0
705695,478 WOODWARD AVENUE,Queens,40.7076251,-73.9107878,87.5,Struggling,3,0,0,3,9,257.0,0.0,0.0,99.18367346938776,98.28571428571429,78.20658342792282,50.0,100.0
665685,98-25 HORACE HARDING EXPRESSWAY,Queens,40.7360541,-73.8599325,87.5,Struggling,1,0,0,1,3,285.8,0.0,0.0,100.0,99.42857142857143,75.75482406356413,50.0,100.0
507673,88-02 97 AVENUE,Queens,40.6841112,-73.8525384,87.5,Struggling,11,6,1,4,20,122.0,0.0,1.0,95.91836734693877,96.19047619047619,89.69920544835415,50.0,92.3076923076923
347826,967 OCEAN AVENUE,Brooklyn,40.6388846,-73.9585097,87.5,Struggling,1,0,0,1,3,284.2,0.0,0.0,100.0,99.42857142857143,75.88677639046539,50.0,100.0
42404,277 WEST 150 STREET,Manhattan,40.8255104,-73.9378484,87.5,Struggling,13,1,10,2,27,130.8,0.0,0.0,95.10204081632652,94.85714285714286,88.94816496405599,50.0,100.0
70432,1118 EAST 225 STREET,Bronx,40.8836813,-73.8485914,87.5,Struggling,13,3,8,2,25,140.8,0.0,0.0,95.10204081632652,95.23809523809523,88.09601295412874,50.0,100.0
32756,352 WEST 39 STREET,Manhattan,40.7561841,-73.9936978,87.5,Struggling,15,0,8,7,37,47.0,0.0,1.0,94.28571428571428,92.95238095238095,96.08399545970488,50.0,92.3076923076923
77234,1175 EVERGREEN AVENUE,Bronx,40.8277934,-73.8811849,87.5,Struggling,2,0,0,2,6,268.7,0.0,0.0,99.59183673469387,98.85714285714286,77.21339387060159,50.0,100.0
64567,237 EAST 163 STREET,Bronx,40.8277738,-73.9186412,87.5,Struggling,4,0,3,1,9,249.2,0.0,0.0,98.77551020408163,98.28571428571429,78.8727298524404,50.0,100.0
57854,1374 COLLEGE AVENUE,Bronx,40.8368501,-73.9106651,87.5,Struggling,1,1,0,0,1,293.3,0.0,0.0,100.0,99.80952380952381,75.11350737797957,50.0,100.0
10882,715 EAST 5 STREET,Manhattan,40.7227649,-73.9788518,87.5,Struggling,3,0,3,0,6,264.2,0.0,0.0,99.18367346938776,98.85714285714286,77.59364358683315,50.0,100.0
122134,21 WEST MOSHOLU PARKWAY NORTH,Bronx,40.8816092,-73.8842132,87.5,Struggling,16,3,9,4,33,93.0,0.0,0.0,93.87755102040816,93.71428571428572,92.16799091940976,50.0,100.0
68842,644 EAST 219 STREET,Bronx,40.88402,-73.8649334,87.5,Struggling,4,0,1,3,11,197.1,0.0,1.0,98.77551020408163,97.90476190476191,83.30575809461513,50.0,92.3076923076923
37811,251 WEST 109 STREET,Manhattan,40.8034684,-73.9663392,87.5,Struggling,3,1,1,1,6,262.5,0.0,0.0,99.18367346938776,98.85714285714286,77.7383654937571,50.0,100.0
965812,944 ROGERS PLACE,Bronx,40.8223636,-73.8976052,87.5,Struggling,1,0,1,0,2,289.6,0.0,0.0,100.0,99.61904761904762,75.42919977298524,50.0,100.0
633610,8400 SHORE FRONT PARKWAY,Queens,40.5858805,-73.8112115,87.5,Struggling,10,0,2,8,28,108.9,0.0,1.0,96.3265306122449,94.66666666666667,90.81806388843846,50.0,92.3076923076923
686471,1868 PALMETTO STREET,Queens,40.7040038,-73.9061112,87.6,Struggling,13,0,0,13,39,45.6,0.0,1.0,95.10204081632652,92.57142857142857,96.20561050754013,50.0,92.3076923076923
318372,199 JOHNSON AVENUE,Brooklyn,40.7069205,-73.9419445,87.6,Struggling,13,5,6,2,23,140.8,0.0,0.0,95.10204081632652,95.61904761904762,88.09601295412874,50.0,100.0
319272,942 KENT AVENUE,Brooklyn,40.6920869,-73.9591582,87.6,Struggling,4,0,4,0,8,246.0,0.0,0.0,98.77551020408163,98.47619047619047,79.14301929625425,50.0,100.0
243039,440 WESTMINSTER ROAD,Brooklyn,40.6381188,-73.9669883,87.6,Struggling,17,9,7,1,26,101.8,0.0,0.0,93.46938775510203,95.04761904761905,91.41884222474461,50.0,100.0
23076,631 HUDSON STREET,Manhattan,40.738442,-74.0058855,87.6,Struggling,1,0,1,0,2,286.0,0.0,0.0,100.0,99.61904761904762,75.7377979568672,50.0,100.0
119078,1780 WALTON AVENUE,Bronx,40.8478364,-73.9096997,87.6,Struggling,11,0,6,5,27,140.8,0.0,0.0,95.91836734693877,94.85714285714286,88.09601295412874,50.0,100.0
82085,1212 GRANT AVENUE,Bronx,40.8337625,-73.9145648,87.6,Struggling,5,3,0,2,9,233.2,0.0,0.0,98.36734693877551,98.28571428571429,80.2355278093076,50.0,100.0
954284,2430 LYVERE STREET,Bronx,40.8416999,-73.8518855,87.6,Struggling,10,1,4,5,24,113.4,0.0,1.0,96.3265306122449,95.42857142857143,90.43132803632237,50.0,92.3076923076923
116926,2272 UNIVERSITY AVENUE,Bronx,40.8600866,-73.9069175,87.6,Struggling,3,0,2,1,7,254.6,0.0,0.0,99.18367346938776,98.66666666666667,78.41167062222681,50.0,100.0
25538,20 MORNINGSIDE AVENUE,Manhattan,40.8056558,-73.9575678,87.6,Struggling,14,6,7,1,23,129.0,0.0,0.0,94.6938775510204,95.61904761904762,89.10329171396141,50.0,100.0
27535,221 SEAMAN AVENUE,Manhattan,40.8708273,-73.918744,87.6,Struggling,17,4,4,9,39,63.8,0.0,0.0,93.46938775510203,92.57142857142857,94.65380249716232,50.0,100.0
42165,511 WEST 147 STREET,Manhattan,40.8270851,-73.9473862,87.6,Struggling,3,1,2,0,5,259.8,0.0,0.0,99.18367346938776,99.04761904761905,77.9663937084482,50.0,100.0
28034,1601 ST NICHOLAS AVENUE,Manhattan,40.8552639,-73.9298353,87.6,Struggling,1,0,1,0,2,285.8,0.0,0.0,100.0,99.61904761904762,75.75615944448154,50.0,100.0
